verdict	doc	line	skeleton	ref	context
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1005	הפגיע	Isa 53:6	**53:6** (*"the LORD **laid on him** (הִפְגִּיעַ) the iniquity of us all"*) and **53:12** (*"he **makes intercession** (יַפְגִּיעַ) for the transgressors"*) precede **59:16** (*"he wondered that there was **no one to intercede** (מַפְגִּיעַ)"*)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1005	הפגיע	Isa 53:12	**53:6** (*"the LORD **laid on him** (הִפְגִּיעַ) the iniquity of us all"*) and **53:12** (*"he **makes intercession** (יַפְגִּיעַ) for the transgressors"*) precede **59:16** (*"he wondered that there was **no one to intercede** (מַפְגִּיעַ)"*)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1005	הפגיע	Isa 59:16	**53:6** (*"the LORD **laid on him** (הִפְגִּיעַ) the iniquity of us all"*) and **53:12** (*"he **makes intercession** (יַפְגִּיעַ) for the transgressors"*) precede **59:16** (*"he wondered that there was **no one to intercede** (מַפְגִּיעַ)"*)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1005	יפגיע	Isa 53:6	**53:6** (*"the LORD **laid on him** (הִפְגִּיעַ) the iniquity of us all"*) and **53:12** (*"he **makes intercession** (יַפְגִּיעַ) for the transgressors"*) precede **59:16** (*"he wondered that there was **no one to intercede** (מַפְגִּיעַ)"*)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1005	יפגיע	Isa 53:12	**53:6** (*"the LORD **laid on him** (הִפְגִּיעַ) the iniquity of us all"*) and **53:12** (*"he **makes intercession** (יַפְגִּיעַ) for the transgressors"*) precede **59:16** (*"he wondered that there was **no one to intercede** (מַפְגִּיעַ)"*)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1005	יפגיע	Isa 59:16	**53:6** (*"the LORD **laid on him** (הִפְגִּיעַ) the iniquity of us all"*) and **53:12** (*"he **makes intercession** (יַפְגִּיעַ) for the transgressors"*) precede **59:16** (*"he wondered that there was **no one to intercede** (מַפְגִּיעַ)"*)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1005	מפגיע	Isa 53:6	**53:6** (*"the LORD **laid on him** (הִפְגִּיעַ) the iniquity of us all"*) and **53:12** (*"he **makes intercession** (יַפְגִּיעַ) for the transgressors"*) precede **59:16** (*"he wondered that there was **no one to intercede** (מַפְגִּיעַ)"*)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1005	מפגיע	Isa 53:12	**53:6** (*"the LORD **laid on him** (הִפְגִּיעַ) the iniquity of us all"*) and **53:12** (*"he **makes intercession** (יַפְגִּיעַ) for the transgressors"*) precede **59:16** (*"he wondered that there was **no one to intercede** (מַפְגִּיעַ)"*)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1005	מפגיע	Isa 59:16	**53:6** (*"the LORD **laid on him** (הִפְגִּיעַ) the iniquity of us all"*) and **53:12** (*"he **makes intercession** (יַפְגִּיעַ) for the transgressors"*) precede **59:16** (*"he wondered that there was **no one to intercede** (מַפְגִּיעַ)"*)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1009	עבדי	Isa 41:8	**עַבְדִּי** singular runs 41:8 → 53:11 unbroken
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1009	עבדי	Isa 53:11	**עַבְדִּי** singular runs 41:8 → 53:11 unbroken
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1009	עבדי	Isa 56:6	has **עַבְדֵי יְהוָה**, plural, and the singular never returns (56:6
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1009	יהוה	Isa 56:6	has **עַבְדֵי יְהוָה**, plural, and the singular never returns (56:6
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1009	בחירי	Isa 65:9	`[T, high]` Confirms the overview independently, and adds the observation that **65:9's בְחִירַי "my chosen" is the plural of 42:1's singular בְּחִירִי**
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1009	בחירי	Isa 42:1	`[T, high]` Confirms the overview independently, and adds the observation that **65:9's בְחִירַי "my chosen" is the plural of 42:1's singular בְּחִירִי**
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1022	נס	Isa 5:26	נֵס: 5:26 (summons invaders) → 11:10, 12 → 13:2 → 18:3 → 49:22 (summons nations to carry Israel home) → 62:10
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1022	נס	Isa 11:10	נֵס: 5:26 (summons invaders) → 11:10, 12 → 13:2 → 18:3 → 49:22 (summons nations to carry Israel home) → 62:10
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1022	נס	Isa 13:2	נֵס: 5:26 (summons invaders) → 11:10, 12 → 13:2 → 18:3 → 49:22 (summons nations to carry Israel home) → 62:10
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1022	נס	Isa 18:3	נֵס: 5:26 (summons invaders) → 11:10, 12 → 13:2 → 18:3 → 49:22 (summons nations to carry Israel home) → 62:10
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1022	נס	Isa 49:22	נֵס: 5:26 (summons invaders) → 11:10, 12 → 13:2 → 18:3 → 49:22 (summons nations to carry Israel home) → 62:10
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1022	נס	Isa 62:10	נֵס: 5:26 (summons invaders) → 11:10, 12 → 13:2 → 18:3 → 49:22 (summons nations to carry Israel home) → 62:10
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1094	זרע	Isa 6:13	**Isaiah 6:13's final clause** (זֶרַע קֹדֶשׁ מַצַּבְתָּהּ)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1094	קדש	Isa 6:13	**Isaiah 6:13's final clause** (זֶרַע קֹדֶשׁ מַצַּבְתָּהּ)
CONFIRMED-SURFACE	Isaiah/dig-deeper-isaiah-sweep.md	1094	מצבתה	Isa 6:13	**Isaiah 6:13's final clause** (זֶרַע קֹדֶשׁ מַצַּבְתָּהּ)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1097	כפלימ	Isa 40:2	**Isaiah 40:2's כִּפְלַיִם "double"**
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1123	סכה	Isa 1:8	Beyond the four added at v0.1.1, this sweep verified: 1:8 → 4:6 (**סֻכָּה**, booth of abandonment → booth of shelter)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1123	סכה	Isa 4:6	Beyond the four added at v0.1.1, this sweep verified: 1:8 → 4:6 (**סֻכָּה**, booth of abandonment → booth of shelter)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1123	ידע	Isa 1:3	1:3 → 11:9 (**ידע**, "Israel does not know" → "the earth full of the knowledge of the LORD")
CONFIRMED-SURFACE	Isaiah/dig-deeper-isaiah-sweep.md	1123	ידע	Isa 11:9	1:3 → 11:9 (**ידע**, "Israel does not know" → "the earth full of the knowledge of the LORD")
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1123	נס	Isa 5:26	5:26 → 49:22 (**נֵס** reversed)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1123	נס	Isa 49:22	5:26 → 49:22 (**נֵס** reversed)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1123	סבל	Isa 46:1-4	46:1–4 → 53:4, 11 (**סבל**)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1123	סבל	Isa 53:4	46:1–4 → 53:4, 11 (**סבל**)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1123	פגע	Isa 53:6	53:6, 12 → 59:16 (**פגע**)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1123	פגע	Isa 59:16	53:6, 12 → 59:16 (**פגע**)
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1127	נשא	Isa 52:13	The sweep would state it lexically: **נָשָׂא does both jobs, and the Servant is lifted up by bearing (52:13 with 53:4, 12).** `[T, high]` That is the same claim with the evidence attached.
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1127	נשא	Isa 53:4	The sweep would state it lexically: **נָשָׂא does both jobs, and the Servant is lifted up by bearing (52:13 with 53:4, 12).** `[T, high]` That is the same claim with the evidence attached.
CONFIRMED-SURFACE	Isaiah/dig-deeper-isaiah-sweep.md	1129	רמ	Isa 41:29	including the 12/13 distribution, the 1↔66 inclusio, the servant/servants shift, the eunuch reversal, the רָם וְנִשָּׂא chain, the oaks chain, and the Masoretic delimitation of the Servant passages (the *petuḥot* at 41:29, 42:4 and 42:9 confirm 42:1–4
FAILED	Isaiah/dig-deeper-isaiah-sweep.md	1129	רמ	Isa 42:4	including the 12/13 distribution, the 1↔66 inclusio, the servant/servants shift, the eunuch reversal, the רָם וְנִשָּׂא chain, the oaks chain, and the Masoretic delimitation of the Servant passages (the *petuḥot* at 41:29, 42:4 and 42:9 confirm 42:1–4
CONFIRMED-SURFACE	Isaiah/dig-deeper-isaiah-sweep.md	1129	רמ	Isa 42:9	including the 12/13 distribution, the 1↔66 inclusio, the servant/servants shift, the eunuch reversal, the רָם וְנִשָּׂא chain, the oaks chain, and the Masoretic delimitation of the Servant passages (the *petuḥot* at 41:29, 42:4 and 42:9 confirm 42:1–4
FAILED	Isaiah/dig-deeper-isaiah-sweep.md	1129	רמ	Isa 42:1-4	including the 12/13 distribution, the 1↔66 inclusio, the servant/servants shift, the eunuch reversal, the רָם וְנִשָּׂא chain, the oaks chain, and the Masoretic delimitation of the Servant passages (the *petuḥot* at 41:29, 42:4 and 42:9 confirm 42:1–4
FAILED	Isaiah/dig-deeper-isaiah-sweep.md	1129	ונשא	Isa 41:29	including the 12/13 distribution, the 1↔66 inclusio, the servant/servants shift, the eunuch reversal, the רָם וְנִשָּׂא chain, the oaks chain, and the Masoretic delimitation of the Servant passages (the *petuḥot* at 41:29, 42:4 and 42:9 confirm 42:1–4
FAILED	Isaiah/dig-deeper-isaiah-sweep.md	1129	ונשא	Isa 42:4	including the 12/13 distribution, the 1↔66 inclusio, the servant/servants shift, the eunuch reversal, the רָם וְנִשָּׂא chain, the oaks chain, and the Masoretic delimitation of the Servant passages (the *petuḥot* at 41:29, 42:4 and 42:9 confirm 42:1–4
FAILED	Isaiah/dig-deeper-isaiah-sweep.md	1129	ונשא	Isa 42:9	including the 12/13 distribution, the 1↔66 inclusio, the servant/servants shift, the eunuch reversal, the רָם וְנִשָּׂא chain, the oaks chain, and the Masoretic delimitation of the Servant passages (the *petuḥot* at 41:29, 42:4 and 42:9 confirm 42:1–4
CONFIRMED	Isaiah/dig-deeper-isaiah-sweep.md	1129	ונשא	Isa 42:1-4	including the 12/13 distribution, the 1↔66 inclusio, the servant/servants shift, the eunuch reversal, the רָם וְנִשָּׂא chain, the oaks chain, and the Masoretic delimitation of the Servant passages (the *petuḥot* at 41:29, 42:4 and 42:9 confirm 42:1–4
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	35	יצר	Gen 2:7	**The verb "formed" (יָצַר, v.5) is the same verb used of Adam's formation (Gen 2:7) and will return as the book's dominant image for God the potter (Jer 18).** `[T]`/`[I]` Surfaced by: Tool 7, Tool 11 Move 4 (internal echo, planted)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	151	תהו	Jer 4:23-28	**The anti-creation reversal of 4:23–28 quotes Genesis 1:2's exact, otherwise-unique phrase "without form and void" (תֹהוּ וָבֹהוּ).** `[T]` Surfaced by: Tool 11 (independent candidate-finding), Tool 9
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	151	תהו	Gen 1:2	**The anti-creation reversal of 4:23–28 quotes Genesis 1:2's exact, otherwise-unique phrase "without form and void" (תֹהוּ וָבֹהוּ).** `[T]` Surfaced by: Tool 11 (independent candidate-finding), Tool 9
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	151	ובהו	Jer 4:23-28	**The anti-creation reversal of 4:23–28 quotes Genesis 1:2's exact, otherwise-unique phrase "without form and void" (תֹהוּ וָבֹהוּ).** `[T]` Surfaced by: Tool 11 (independent candidate-finding), Tool 9
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	151	ובהו	Gen 1:2	**The anti-creation reversal of 4:23–28 quotes Genesis 1:2's exact, otherwise-unique phrase "without form and void" (תֹהוּ וָבֹהוּ).** `[T]` Surfaced by: Tool 11 (independent candidate-finding), Tool 9
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	176	חסד	Jer 2:2	see Headline Finding 2.* חֶסֶד (*ḥesed*, "devotion/steadfast love," 2:2)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	176	תהו	Jer 4:23	תֹהוּ וָבֹהוּ (4:23)
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	176	ובהו	Jer 4:23	תֹהוּ וָבֹהוּ (4:23)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	178	תהו	Gen 1:2	ESV, NASB, and KJV all render תֹהוּ וָבֹהוּ identically to their own Gen 1:2 renderings, correctly preserving the verbal link (a dynamic translation that varied the wording between the two passages would destroy Headline Finding 1
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	178	ובהו	Gen 1:2	ESV, NASB, and KJV all render תֹהוּ וָבֹהוּ identically to their own Gen 1:2 renderings, correctly preserving the verbal link (a dynamic translation that varied the wording between the two passages would destroy Headline Finding 1
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	178	תהו	Gen 1:2	LXX renders οὐθέν ("nothing") rather than a direct equivalent of תֹהוּ וָבֹהוּ, and does not use the same phrase LXX Gen 1:2 uses (ἀόρατος καὶ ἀκατασκεύαστος)
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	178	ובהו	Gen 1:2	LXX renders οὐθέν ("nothing") rather than a direct equivalent of תֹהוּ וָבֹהוּ, and does not use the same phrase LXX Gen 1:2 uses (ἀόρατος καὶ ἀκατασκεύαστος)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	208	תהו	Jer 4:23	תֹהוּ וָבֹהוּ (4:23, *high*)
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	208	ובהו	Jer 4:23	תֹהוּ וָבֹהוּ (4:23, *high*)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	282	בטח	Jer 7:4	Vocabulary.** בָּטַח (*batach*, "trust," 7:4, 8, 14)
FAILED	Jeremiah/dig-deeper-jeremiah-sweep.md	282	ידע	Jer 9:24	יָדַע (*yada'*, "know/understand," 9:24)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	282	יצר	Jer 10:16	יָצַר (*yatsar*, "formed," 10:16, "he who formed all things")
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	288	בטח	Jer 7:4	Repetition.** בָּטַח ("trust") ×3 in 7:4, 8, 14
FAILED	Jeremiah/dig-deeper-jeremiah-sweep.md	296	ידע	Jer 9:24	יָדַע (9:24) reuses Jer 1:5's elective-knowing verb, now offered as the one ground of legitimate confidence
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	296	ידע	Jer 1:5	יָדַע (9:24) reuses Jer 1:5's elective-knowing verb, now offered as the one ground of legitimate confidence
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	296	יצר	Jer 10:16	יצר (10:16) continues the Jer 1:5/Jer 18 potter-thread (Tool 7).
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	296	יצר	Jer 1:5	יצר (10:16) continues the Jer 1:5/Jer 18 potter-thread (Tool 7).
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	310	שוב	Jer 8:4-5	the שׁוּב wordplay at 8:4–5 (turning away / returning, same root, opposite senses in one verse
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	383	בחנ	Jer 11:20	`[T]` the verbal formula בֹּחֵן כְּלָיֹות (וָלֵב) recurs at 11:20, 12:3, and 17:10
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	383	בחנ	Jer 12:3	`[T]` the verbal formula בֹּחֵן כְּלָיֹות (וָלֵב) recurs at 11:20, 12:3, and 17:10
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	383	בחנ	Jer 17:10	`[T]` the verbal formula בֹּחֵן כְּלָיֹות (וָלֵב) recurs at 11:20, 12:3, and 17:10
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	383	כליות	Jer 11:20	`[T]` the verbal formula בֹּחֵן כְּלָיֹות (וָלֵב) recurs at 11:20, 12:3, and 17:10
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	383	כליות	Jer 12:3	`[T]` the verbal formula בֹּחֵן כְּלָיֹות (וָלֵב) recurs at 11:20, 12:3, and 17:10
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	383	כליות	Jer 17:10	`[T]` the verbal formula בֹּחֵן כְּלָיֹות (וָלֵב) recurs at 11:20, 12:3, and 17:10
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	383	ולב	Jer 11:20	`[T]` the verbal formula בֹּחֵן כְּלָיֹות (וָלֵב) recurs at 11:20, 12:3, and 17:10
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	383	ולב	Jer 12:3	`[T]` the verbal formula בֹּחֵן כְּלָיֹות (וָלֵב) recurs at 11:20, 12:3, and 17:10
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	383	ולב	Jer 17:10	`[T]` the verbal formula בֹּחֵן כְּלָיֹות (וָלֵב) recurs at 11:20, 12:3, and 17:10
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	384	נתש	Jer 1:10	**The six commissioning verbs of 1:10 begin to regather here, ahead of schedule.** 12:14–17 reuses "pluck up" (נתש, three times), "build" (בנה), and "destroy" (אבד)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	384	נתש	Jer 12:14-17	**The six commissioning verbs of 1:10 begin to regather here, ahead of schedule.** 12:14–17 reuses "pluck up" (נתש, three times), "build" (בנה), and "destroy" (אבד)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	384	בנה	Jer 1:10	**The six commissioning verbs of 1:10 begin to regather here, ahead of schedule.** 12:14–17 reuses "pluck up" (נתש, three times), "build" (בנה), and "destroy" (אבד)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	384	בנה	Jer 12:14-17	**The six commissioning verbs of 1:10 begin to regather here, ahead of schedule.** 12:14–17 reuses "pluck up" (נתש, three times), "build" (בנה), and "destroy" (אבד)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	384	אבד	Jer 1:10	**The six commissioning verbs of 1:10 begin to regather here, ahead of schedule.** 12:14–17 reuses "pluck up" (נתש, three times), "build" (בנה), and "destroy" (אבד)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	384	אבד	Jer 12:14-17	**The six commissioning verbs of 1:10 begin to regather here, ahead of schedule.** 12:14–17 reuses "pluck up" (נתש, three times), "build" (בנה), and "destroy" (אבד)
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	403	לכנ	Jer 11:11	Linking Words.** "לָכֵן" (therefore) recurs as the structural hinge word introducing consequence-oracles throughout (11:11, 21, 22
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	409	עקב	Jer 17:9	Vocabulary.** עָקֹב (*'aqob*, "deceitful/crooked," 17:9) is a rare root, elsewhere applied to Jacob's name-etymology wordplay (Gen 27:36, "Is he not rightly named Jacob [ya'aqob], for he has cheated [ya'qebeni] me these two times?") and to the "crooked" made s
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	409	עקב	Gen 27:36	Vocabulary.** עָקֹב (*'aqob*, "deceitful/crooked," 17:9) is a rare root, elsewhere applied to Jacob's name-etymology wordplay (Gen 27:36, "Is he not rightly named Jacob [ya'aqob], for he has cheated [ya'qebeni] me these two times?") and to the "crooked" made s
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	409	עקב	Isa 40:4	Vocabulary.** עָקֹב (*'aqob*, "deceitful/crooked," 17:9) is a rare root, elsewhere applied to Jacob's name-etymology wordplay (Gen 27:36, "Is he not rightly named Jacob [ya'aqob], for he has cheated [ya'qebeni] me these two times?") and to the "crooked" made s
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	409	אנש	Jer 17:9	אָנֻשׁ ("desperately sick / incurable," 17:9, 16) is the same root used of the "incurable wound" language recurring through the book (e.g., 15:18
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	409	אנש	Jer 15:18	אָנֻשׁ ("desperately sick / incurable," 17:9, 16) is the same root used of the "incurable wound" language recurring through the book (e.g., 15:18
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	419	כור	Deut 4:20	Deut 4:20/1 Kgs 8:51 "iron furnace" (כור הברזל) → Jer 11:4.**
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	419	כור	1Kgs 8:51	Deut 4:20/1 Kgs 8:51 "iron furnace" (כור הברזל) → Jer 11:4.**
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	419	כור	Jer 11:4	Deut 4:20/1 Kgs 8:51 "iron furnace" (כור הברזל) → Jer 11:4.**
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	419	הברזל	Deut 4:20	Deut 4:20/1 Kgs 8:51 "iron furnace" (כור הברזל) → Jer 11:4.**
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	419	הברזל	1Kgs 8:51	Deut 4:20/1 Kgs 8:51 "iron furnace" (כור הברזל) → Jer 11:4.**
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	419	הברזל	Jer 11:4	Deut 4:20/1 Kgs 8:51 "iron furnace" (כור הברזל) → Jer 11:4.**
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	426	תהלה	Deut 26:19	> *Move 1:* Deut 26:19 is the climax of the tithe-liturgy/covenant-renewal passage: Israel is promised to be set "high above all nations that he has made, in praise (תְּהִלָּה) and in fame and in honour (וּלְשֵׁם וּלְתִפְאָרֶת)" if they keep the commandments.
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	426	ולשמ	Deut 26:19	> *Move 1:* Deut 26:19 is the climax of the tithe-liturgy/covenant-renewal passage: Israel is promised to be set "high above all nations that he has made, in praise (תְּהִלָּה) and in fame and in honour (וּלְשֵׁם וּלְתִפְאָרֶת)" if they keep the commandments.
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	426	ולתפארת	Deut 26:19	> *Move 1:* Deut 26:19 is the climax of the tithe-liturgy/covenant-renewal passage: Israel is promised to be set "high above all nations that he has made, in praise (תְּהִלָּה) and in fame and in honour (וּלְשֵׁם וּלְתִפְאָרֶת)" if they keep the commandments.
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	438	מימ	Jer 17:8	Jer 17:8 has מַיִם ..
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	455	אנוש	Jer 17:9	Worth noting: אָ֣נוּשׁ ("incurable," 17:9, 16) shares its root with a recurring "incurable wound" vocabulary cluster that will resurface at 30:12, 15
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	455	אנוש	Jer 30:12	Worth noting: אָ֣נוּשׁ ("incurable," 17:9, 16) shares its root with a recurring "incurable wound" vocabulary cluster that will resurface at 30:12, 15
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	514	הרס	Jer 18:7-9	five of the six verbs, but **הָרַס ("overthrow") is absent from the Hebrew of 18:7–9 itself**, not merely from a translation
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	531	לכנ	Jer 18:13	Linking Words.** לָכֵן ("therefore") again marks the hinge from diagnosis to sentence (18:13
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	537	נשחת	Jer 18:4	Vocabulary.** נִשְׁחַת ("was spoiled/ruined," 18:4) is the same verb used of the linen loincloth "spoiled" at 13:7
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	537	נשחת	Jer 13:7	Vocabulary.** נִשְׁחַת ("was spoiled/ruined," 18:4) is the same verb used of the linen loincloth "spoiled" at 13:7
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	537	שבר	Jer 19:10-11	שָׁבַר ("break," 19:10–11) versus the potter's reworking verb עשה ("make/remake," 18:4) marks the lexical line between the two objects' fates.
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	537	שבר	Jer 18:4	שָׁבַר ("break," 19:10–11) versus the potter's reworking verb עשה ("make/remake," 18:4) marks the lexical line between the two objects' fates.
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	537	עשה	Jer 19:10-11	שָׁבַר ("break," 19:10–11) versus the potter's reworking verb עשה ("make/remake," 18:4) marks the lexical line between the two objects' fates.
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	537	עשה	Jer 18:4	שָׁבַר ("break," 19:10–11) versus the potter's reworking verb עשה ("make/remake," 18:4) marks the lexical line between the two objects' fates.
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	565	נחמתי	Jer 18:8	**Original Language Observations.** נִחַמְתִּי ("I will relent," 18:8, 10) is the same root (נחם) used of Nineveh's repentance-triggered relenting in Jonah 3:10 and of God's own "grief" language elsewhere (Gen 6:6)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	565	נחמתי	Jonah 3:10	**Original Language Observations.** נִחַמְתִּי ("I will relent," 18:8, 10) is the same root (נחם) used of Nineveh's repentance-triggered relenting in Jonah 3:10 and of God's own "grief" language elsewhere (Gen 6:6)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	565	נחמתי	Gen 6:6	**Original Language Observations.** נִחַמְתִּי ("I will relent," 18:8, 10) is the same root (נחם) used of Nineveh's repentance-triggered relenting in Jonah 3:10 and of God's own "grief" language elsewhere (Gen 6:6)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	565	נחמ	Jer 18:8	**Original Language Observations.** נִחַמְתִּי ("I will relent," 18:8, 10) is the same root (נחם) used of Nineveh's repentance-triggered relenting in Jonah 3:10 and of God's own "grief" language elsewhere (Gen 6:6)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	565	נחמ	Jonah 3:10	**Original Language Observations.** נִחַמְתִּי ("I will relent," 18:8, 10) is the same root (נחם) used of Nineveh's repentance-triggered relenting in Jonah 3:10 and of God's own "grief" language elsewhere (Gen 6:6)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	565	נחמ	Gen 6:6	**Original Language Observations.** נִחַמְתִּי ("I will relent," 18:8, 10) is the same root (נחם) used of Nineveh's repentance-triggered relenting in Jonah 3:10 and of God's own "grief" language elsewhere (Gen 6:6)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	569	פקיד	Jer 20:1	Pashhur son of Immer (20:1) held the senior temple-security office ("chief officer," פָּקִיד נָגִיד)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	569	נגיד	Jer 20:1	Pashhur son of Immer (20:1) held the senior temple-security office ("chief officer," פָּקִיד נָגִיד)
